country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Cyprus,CYP,1/7/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/8/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/9/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/10/2021,6035,,,,534,0.69,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/11/2021,,,,,594,,,,678,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/12/2021,,,,,635,,,,725,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/13/2021,,,,,664,,,,758,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/14/2021,,,,,708,,,,808,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/15/2021,10226,,,,751,1.17,,,857,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/16/2021,,,,,821,,,,937,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/17/2021,,,,,891,,,,1017,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/18/2021,,,,,917,,,,1047,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/19/2021,,,,,943,,,,1077,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/20/2021,,,,,969,,,,1106,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/21/2021,,,,,996,,,,1137,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,1/22/2021,17379,15322,2057,,1022,1.98,1.75,0.23,1167,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Czechia,CZE,12/27/2020,1247,1247,,,,0.01,0.01,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/28/2020,3476,3476,,2229,2229,0.03,0.03,,208,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/29/2020,6844,6844,,3368,2798,0.06,0.06,,261,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/30/2020,10276,10276,,3432,3010,0.1,0.1,,281,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/31/2020,11580,11580,,1304,2583,0.11,0.11,,241,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/1/2021,11844,11844,,264,2119,0.11,0.11,,198,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/2/2021,13093,13093,,1249,1974,0.12,0.12,,184,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/3/2021,14000,14000,,907,1822,0.13,0.13,,170,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/4/2021,17435,17435,,3435,1994,0.16,0.16,,186,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/5/2021,21738,21738,,4303,2128,0.2,0.2,,199,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/6/2021,27348,27348,,5610,2439,0.26,0.26,,228,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/7/2021,35107,35107,,7759,3361,0.33,0.33,,314,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/8/2021,44952,44952,,9845,4730,0.42,0.42,,442,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/9/2021,46919,46919,,1967,4832,0.44,0.44,,451,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/10/2021,48607,48607,,1688,4944,0.45,0.45,,462,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/11/2021,58116,58116,,9509,5812,0.54,0.54,,543,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/12/2021,71030,71030,,12914,7042,0.66,0.66,,658,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/13/2021,84275,84275,,13245,8132,0.79,0.79,,759,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/14/2021,98827,98827,,14552,9103,0.92,0.92,,850,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/15/2021,112069,112069,,13242,9588,1.05,1.05,,895,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/16/2021,115318,115318,,3249,9771,1.08,1.08,,912,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/17/2021,118351,118351,,3033,9963,1.11,1.11,,930,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/18/2021,131724,131724,,13373,10515,1.23,1.23,,982,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/19/2021,146228,146228,,14504,10743,1.37,1.37,,1003,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/20/2021,160708,160708,,14480,10919,1.5,1.5,,1020,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/21/2021,176434,176434,,15726,11087,1.65,1.65,,1035,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/22/2021,190284,190284,,13850,11174,1.78,1.78,,1043,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/23/2021,193859,193859,,3575,11220,1.81,1.81,,1048,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/24/2021,196303,196303,,2444,11136,1.83,1.83,,1040,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/25/2021,196304,196304,,1,9226,1.83,1.83,,862,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,12/27/2020,6629,6629,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,12/28/2020,8623,8623,,1994,1994,0.15,0.15,,344,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,12/29/2020,17683,17683,,9060,5527,0.31,0.31,,954,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,12/30/2020,29203,29203,,11520,7525,0.5,0.5,,1299,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,12/31/2020,35521,35521,,6318,7223,0.61,0.61,,1247,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/1/2021,37900,37900,,2379,6254,0.65,0.65,,1080,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/2/2021,46902,46902,,9002,6712,0.81,0.81,,1159,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/3/2021,52944,52944,,6042,6616,0.91,0.91,,1142,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/4/2021,55375,55375,,2431,6679,0.96,0.96,,1153,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/5/2021,68916,68916,,13541,7319,1.19,1.19,,1264,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/6/2021,88878,88878,,19962,8525,1.53,1.53,,1472,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/7/2021,106490,106490,,17612,10138,1.84,1.84,,1750,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/8/2021,115057,115057,,8567,11022,1.99,1.99,,1903,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/9/2021,116955,116955,,1898,10008,2.02,2.02,,1728,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/10/2021,117770,117770,,815,9261,2.03,2.03,,1599,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/11/2021,118429,118429,,659,9008,2.04,2.04,,1555,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/12/2021,118889,118889,,460,7139,2.05,2.05,,1233,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/13/2021,131564,131564,,12675,6098,2.27,2.27,,1053,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/14/2021,149346,149346,,17782,6122,2.58,2.58,,1057,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/15/2021,164423,164418,5,15077,7052,2.84,2.84,0,1217,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/16/2021,169111,169099,12,4688,7451,2.92,2.92,0,1286,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/17/2021,172370,171632,738,3259,7800,2.98,2.96,0.01,1347,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/18/2021,178400,175504,2896,6030,8567,3.08,3.03,0.05,1479,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/19/2021,183012,177990,5022,4612,9160,3.16,3.07,0.09,1581,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/20/2021,186441,179506,6935,3429,7840,3.22,3.1,0.12,1354,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/21/2021,190310,181021,9289,3869,5852,3.29,3.13,0.16,1010,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/22/2021,196399,181640,14759,6089,4568,3.39,3.14,0.25,789,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/23/2021,203744,182351,21393,7345,4948,3.52,3.15,0.37,854,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/24/2021,209461,182765,26696,5717,5299,3.62,3.16,0.46,915,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,1/25/2021,209472,182770,26702,11,4439,3.62,3.16,0.46,766,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Ecuador,ECU,1/21/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/munozmalejandra/status/1352700559078338562
Ecuador,ECU,1/22/2021,108,108,,108,108,0,0,,6,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/munozmalejandra/status/1352700559078338562
England,,12/20/2020,568044,568044,,,,1.01,1.01,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/21/2020,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/22/2020,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/23/2020,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/24/2020,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/25/2020,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/26/2020,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/27/2020,831416,831416,,,37625,1.48,1.48,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/28/2020,,,,,39253,,,,697,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/29/2020,,,,,40882,,,,726,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/30/2020,,,,,42511,,,,755,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/31/2020,,,,,44139,,,,784,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/1/2021,,,,,45768,,,,813,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/2/2021,,,,,47396,,,,842,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/3/2021,1174592,1154306,20286,,49025,2.09,2.05,0.04,871,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/4/2021,,,,,65678,,,,1167,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/5/2021,,,,,82331,,,,1463,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/6/2021,,,,,98984,,,,1759,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/7/2021,,,,,115637,,,,2054,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/8/2021,,,,,132290,,,,2350,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/9/2021,,,,,148943,,,,2646,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/10/2021,2333764,1959151,374613,,165596,4.15,3.48,0.67,2942,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/11/2021,2474205,2080280,393925,140441,162002,4.4,3.7,0.7,2878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/12/2021,2661850,2254556,407294,187645,165152,4.73,4.01,0.72,2934,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/13/2021,2910027,2494371,415656,248177,176950,5.17,4.43,0.74,3144,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/14/2021,3189674,2769164,420510,279647,193243,5.67,4.92,0.75,3433,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/15/2021,3514385,3090058,424327,324711,215973,6.24,5.49,0.75,3837,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/16/2021,3791594,3365492,426102,277209,231918,6.74,5.98,0.76,4120,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/17/2021,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/18/2021,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/19/2021,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/20/2021,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/21/2021,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/22/2021,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/23/2021,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/24/2021,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,12/28/2020,207,207,,,,0.02,0.02,,,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,12/29/2020,516,516,,309,309,0.04,0.04,,233,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,12/30/2020,884,884,,368,338,0.07,0.07,,255,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,12/31/2020,1907,1907,,1023,567,0.14,0.14,,427,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/1/2021,2487,2487,,580,570,0.19,0.19,,430,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/2/2021,,,,,459,,,,346,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/3/2021,2517,2517,,,385,0.19,0.19,,290,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/4/2021,2535,2535,,18,333,0.19,0.19,,251,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/5/2021,3188,3188,,653,382,0.24,0.24,,288,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/6/2021,5009,5009,,1821,589,0.38,0.38,,444,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/7/2021,6632,6632,,1623,675,0.5,0.5,,509,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/8/2021,7973,7973,,1341,784,0.6,0.6,,591,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/9/2021,10197,10197,,2224,1099,0.77,0.77,,828,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/10/2021,10749,10749,,552,1176,0.81,0.81,,887,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/11/2021,10972,10972,,223,1205,0.83,0.83,,908,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/12/2021,11896,11896,,924,1244,0.9,0.9,,938,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/13/2021,13481,13481,,1585,1210,1.02,1.02,,912,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/14/2021,14879,14879,,1398,1178,1.12,1.12,,888,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/15/2021,16677,16677,,1798,1243,1.26,1.26,,937,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/16/2021,17959,17959,,1282,1109,1.35,1.35,,836,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/17/2021,18179,18179,,220,1061,1.37,1.37,,800,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/18/2021,18275,18275,,96,1043,1.38,1.38,,786,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
Estonia,EST,1/19/2021,19315,19315,,1040,1060,1.46,1.46,,799,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised
